"","X","user_name","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"18560",18560,"adelmo",137,-37.1,133,18,0.13,0.19,-0.03,52,41,-166,183,616,-299,-99.6,-53.5,57.9,39,-0.83,-0.45,1.41,137,-154,-322,640,-104,-334,69.06945202,-24.62301394,-82.01507045,18,0.08,0.27,0.05,-44,115,-132,-519,339,31,0,0,0,38,1.09,-1.54,-0.1,-335,162,3,-668,121,466,"E"
"18563",18563,"adelmo",139,-37,132,16,-0.03,0.13,0.03,39,30,-152,182,600,-318,-95.4,-55.5,56.6,32,0.63,-0.61,0.67,153,-148,-231,643,-109,-343,82.33493504,-16.31241106,-72.09306443,19,0.1,0.55,0.03,-31,140,-126,-493,370,33,0,0,0,43,1,-0.19,0.34,-399,129,-4,-612,-41,407,"E"
"18564",18564,"adelmo",140,-36.7,132,16,-0.05,0.18,0.15,39,32,-153,190,600,-330,-94.1,-56,55,33,0.59,-0.61,0.72,163,-149,-235,652,-109,-333,83.25048466,-19.96270314,-69.86014715,19,0.03,0.64,0.08,-37,138,-120,-483,384,30,0,0,0,42,0.82,0.19,0.21,-394,122,-2,-607,-71,398,"E"
"18565",18565,"adelmo",142,-36.5,131,17,-0.06,0.18,0.2,41,30,-160,185,593,-338,-92.8,-56.4,53.6,33,0.53,-0.61,0.79,166,-147,-236,656,-105,-327,81.17246818,-22.10030146,-71.0754555,20,-0.08,0.63,0.15,-42,139,-125,-475,400,47,0,0,0,41,0.79,0.59,0.1,-390,113,11,-604,-63,412,"E"
"18566",18566,"adelmo",142,-36.4,131,18,-0.08,0.16,0.21,47,35,-164,185,591,-349,-92.1,-56.7,53,33,0.5,-0.63,0.82,170,-145,-235,658,-108,-320,81.64971684,-21.50744095,-70.84678865,20,-0.06,0.63,0.25,-41,140,-125,-466,409,27,0,0,0,41,0.77,0.75,0.15,-384,112,17,-606,-68,394,"E"
"18567",18567,"adelmo",143,-35.9,131,17,-0.11,0.08,0.2,43,39,-158,190,581,-360,-90.8,-57.3,51.9,33,0.5,-0.64,0.85,166,-144,-234,668,-89,-316,77.61417648,-20.07673483,-75.48661975,20,0.05,0.69,0.18,-39,137,-134,-455,413,32,0,0,0,41,0.82,0.87,0.38,-383,123,22,-611,-59,407,"E"
"18568",18568,"adelmo",144,-35.7,131,17,-0.11,0.06,0.18,44,36,-158,179,581,-352,-90.2,-57.5,51.3,32,0.5,-0.66,0.84,160,-140,-235,668,-97,-311,70.75063748,-22.01541624,-81.53032537,20,0.16,0.67,-0.03,-42,125,-140,-443,427,46,0,0,0,41,0.88,1.03,0.49,-380,133,23,-609,-49,411,"E"
"18571",18571,"adelmo",147,-34.8,130,19,-0.08,0.16,0.2,48,40,-173,172,564,-399,-86.4,-58.9,47,31,0.58,-0.61,0.67,161,-134,-224,678,-91,-291,80.96770924,-17.83640102,-72.95348477,21,0.32,0.51,-0.05,-37,151,-139,-423,448,33,0,0,0,42,0.9,1.51,0.62,-379,163,8,-638,22,447,"E"
"18572",18572,"adelmo",148,-34.6,130,20,-0.1,0.13,0.2,48,33,-187,171,566,-409,-85.7,-59.1,46.1,31,0.58,-0.61,0.69,161,-135,-223,678,-86,-293,79.88676563,-16.09790358,-74.61989844,22,0.34,0.47,0,-34,152,-144,-418,457,22,0,0,0,41,0.85,1.59,0.57,-371,164,5,-645,25,455,"E"
"18574",18574,"adelmo",149,-34.3,130,20,-0.05,0.18,0.26,50,31,-189,169,563,-407,-83.9,-59.5,44.3,32,0.63,-0.64,0.79,159,-141,-229,686,-89,-274,80.83814928,-11.92247317,-74.82414235,21,0.42,0.45,-0.07,-25,152,-143,-411,467,17,0,0,0,42,0.74,2.02,0.46,-376,161,3,-652,71,476,"E"
"18575",18575,"adelmo",150,-34.2,129,21,-0.06,0.21,0.3,44,30,-197,169,554,-425,-82.7,-59.7,43.1,32,0.72,-0.69,0.87,157,-140,-227,691,-79,-276,78.58147433,-10.9753314,-77.29828072,22,0.31,0.4,-0.07,-24,155,-153,-402,473,18,0,0,0,40,0.71,2.28,0.48,-356,164,11,-678,106,494,"E"
"18576",18576,"adelmo",153,-33.6,129,21,0.02,0.14,0.23,50,26,-203,167,539,-446,-70.3,-61.5,31.6,29,1.33,-1.08,1.12,130,-128,-218,719,-68,-213,83.53355288,-5.953999742,-73.19009403,22,0,0.4,-0.28,-13,162,-146,-392,488,31,0,0,0,39,0.71,2.86,1.07,-310,225,23,-704,259,583,"E"
"18577",18577,"adelmo",154,-33.5,129,22,0,0.13,0.28,52,25,-212,166,533,-459,-66.7,-61.8,28.1,28,1.53,-1.19,1.1,125,-125,-215,722,-57,-208,85.87487581,-7.667890106,-70.6110365,23,0,0.34,-0.28,-17,168,-144,-388,483,23,0,0,0,41,0.66,2.65,1.23,-320,236,24,-707,304,601,"E"
"18578",18578,"adelmo",155,-33.3,128,23,0,0.13,0.3,53,38,-212,157,528,-473,-62.2,-62,23.4,27,1.7,-1.28,1.03,117,-121,-208,732,-51,-192,86.43720953,-5.468745836,-70.33973563,22,0.05,0.24,-0.21,-12,167,-142,-383,492,32,0,0,0,42,0.63,2.55,1.39,-315,263,18,-712,322,618,"E"
"18582",18582,"adelmo",156,-31.6,129,24,-0.08,0.1,0.07,50,60,-223,148,522,-489,-45.1,-60,2.19,19,2.67,-1.98,0.64,60,-91,-155,758,32,-62,90.27415092,-6.394119857,-66.38525596,22,0.16,-0.16,-0.26,-14,172,-135,-379,481,33,0,0,0,55,0.8,2.5,1.2,-328,423,10,-695,507,659,"E"
"18584",18584,"adelmo",156,-29.6,129,23,-0.06,0.08,-0.1,60,34,-219,134,519,-491,-21.1,-50.6,-28.3,8,3.32,-2.57,0.98,15,-51,-59,694,161,156,91.96217029,-8.646240414,-64.34236437,22,0.1,-0.11,-0.21,-19,175,-132,-399,470,34,0,0,0,52,0.77,2.49,0.74,-269,426,30,-661,614,688,"E"
"18586",18586,"adelmo",158,-29.1,128,24,0.02,0.11,-0.03,52,33,-228,134,506,-496,-5.89,-32.4,-46.9,6,3.15,-2.38,1.12,-28,25,50,541,294,285,90.3,-8.9,-65.9,22,0.1,-0.05,-0.13,-19,168,-131,-399,467,36,0,0,0,51,1.08,2.04,1.36,-216,446,31,-628,671,682,"E"
"18587",18587,"adelmo",159,-28.1,127,25,0.03,0.13,-0.02,50,27,-234,130,503,-502,-1.16,-15.3,-58.2,11,2.71,-1.59,0.15,-75,55,51,338,369,418,88.56714181,-11.97831519,-67.05078393,21,0.08,-0.06,-0.15,-25,162,-130,-409,462,40,0,0,0,54,1.36,1.36,1.36,-246,472,-19,-580,692,608,"E"
"18588",18588,"adelmo",160,-27.9,127,25,0.03,0.13,0,49,29,-237,131,510,-506,-1.75,-12.5,-59.6,12,2.71,-1.46,-0.1,-75,48,78,310,370,426,88.58737297,-10.73652495,-67.31745141,21,0.1,-0.06,-0.13,-22,159,-128,-404,457,47,0,0,0,54,1.22,1.24,1.21,-257,464,-18,-567,698,592,"E"
"18591",18591,"adelmo",161,-27,126,27,0.13,0.1,-0.15,66,66,-249,130,495,-508,-10.8,3.47,-66.7,17,1.8,-0.72,-0.2,-157,-19,45,96,330,559,79.78293734,-15.36459151,-74.95155549,21,0.14,-0.24,-0.31,-31,145,-138,-419,444,59,0,0,0,50,1.06,1.16,0.59,-184,454,-21,-525,735,563,"E"
"18593",18593,"adelmo",160,-27.2,126,27,0.21,0.13,-0.25,71,71,-248,128,497,-511,-11.6,6.66,-68.6,19,1.72,-0.8,0.62,-173,-39,50,41,326,573,77.95364383,-18.17576184,-75.85732459,20,0.24,-0.29,-0.39,-36,140,-137,-427,435,77,0,0,0,49,1.08,1,0.71,-197,442,-19,-515,733,565,"E"
"18594",18594,"adelmo",158,-27.8,127,25,0.29,0.11,-0.41,67,59,-233,134,505,-490,-10.7,10.6,-71.7,21,1.36,-0.88,1.12,-200,-16,33,-25,345,584,73.20453009,-22.81211878,-78.75070218,20,0.47,-0.39,-0.56,-45,133,-141,-445,416,61,0,0,0,49,1.12,0.93,0.72,-195,443,-27,-501,735,545,"E"
"18595",18595,"adelmo",157,-28.1,127,25,0.31,0.11,-0.46,64,51,-228,138,502,-500,-10.4,11.8,-72.9,21,1.32,-0.93,1.08,-203,-19,37,-35,347,568,73.4008251,-21.64475501,-79.05752679,20,0.56,-0.42,-0.59,-42,131,-139,-451,414,67,0,0,0,49,1.19,0.93,0.69,-187,440,-25,-502,732,537,"E"
"18596",18596,"adelmo",157,-28.4,127,24,0.31,0.11,-0.48,62,49,-224,129,505,-480,-10.2,12.9,-73.9,22,1.3,-0.92,1.05,-207,-21,35,-56,360,568,72.43484224,-19.70550684,-80.79733083,20,0.66,-0.42,-0.62,-39,132,-144,-455,404,66,0,0,0,48,1.19,0.87,0.67,-192,434,-25,-489,733,535,"E"
"18597",18597,"adelmo",155,-29.2,127,24,0.35,0.08,-0.61,57,45,-224,150,522,-472,-10.1,16.1,-76.9,23,1.2,-0.83,0.75,-225,-15,10,-118,362,556,74.44361398,-25.12347444,-76.45062795,21,0.95,-0.35,-0.66,-51,139,-142,-478,383,71,0,0,0,50,1.12,0.83,0.77,-184,454,-30,-483,740,520,"E"
"18598",18598,"adelmo",154,-29.5,128,24,0.37,0.08,-0.64,56,38,-222,151,525,-459,-10.3,17.2,-77.9,24,1.2,-0.8,0.69,-230,-27,7,-131,365,552,72.4352068,-25.1125045,-78.45435027,21,1.01,-0.29,-0.62,-51,136,-145,-479,377,50,0,0,0,51,1.09,0.71,0.8,-184,463,-33,-483,736,506,"E"
"18599",18599,"adelmo",154,-29.8,128,23,0.39,0.08,-0.66,54,31,-219,151,531,-464,-10.5,18.2,-78.8,24,1.2,-0.77,0.67,-238,-31,1,-143,362,564,72.69091749,-25.49974956,-78.01272295,21,1.08,-0.21,-0.61,-52,137,-145,-490,376,44,0,0,0,52,1.06,0.61,0.75,-191,471,-37,-480,727,501,"E"
"18602",18602,"adelmo",149,-32.5,128,21,0.4,0.05,-0.67,48,15,-195,177,561,-383,-11.2,25.8,-86.2,27,0.8,-0.71,0.92,-266,-27,-20,-263,367,536,53.34774265,-18.846713,-99.80462663,19,0.39,-0.67,-0.02,-35,95,-157,-543,312,-32,0,0,0,51,1.01,0.16,0.39,-173,471,-28,-495,730,523,"E"
"18603",18603,"adelmo",147,-33.2,129,20,0.37,0,-0.64,43,23,-186,174,574,-377,-11.1,27.3,-88.2,28,0.72,-0.66,0.85,-269,-32,-27,-287,368,528,53.52663332,-16.07129447,-100.6782517,20,0.06,-0.48,-0.23,-32,102,-169,-552,296,-29,0,0,0,54,1.08,-0.16,0.48,-208,482,-39,-514,714,524,"E"
"18604",18604,"adelmo",146,-33.4,129,20,0.34,0,-0.62,49,29,-184,173,579,-366,-11.1,27.8,-88.7,28,0.67,-0.63,0.8,-273,-33,-29,-284,374,521,55.32479207,-20.66445939,-97.14641008,20,-0.03,-0.39,-0.18,-41,105,-165,-559,292,-22,0,0,0,54,1.04,-0.14,0.39,-214,485,-40,-530,708,517,"E"
"18605",18605,"adelmo",145,-33.7,129,20,0.32,0.02,-0.64,50,37,-182,173,585,-337,-11.3,28.5,-89.6,28,0.55,-0.56,0.67,-275,-33,-29,-306,378,521,51.93543163,-22.1328613,-99.71461935,21,0.02,-0.35,0.1,-46,104,-176,-568,278,-29,0,0,0,56,1.01,-0.31,0.28,-198,509,-35,-541,686,526,"E"
"18609",18609,"adelmo",141,-34.8,131,18,0.31,0.05,-0.39,45,33,-165,174,608,-312,-12.5,29.8,-92,29,0.39,-0.56,0.71,-279,-51,-34,-322,351,524,47.8,-23.7,-102.8,20,-0.13,-0.02,-0.16,-45,88,-164,-572,263,-5,0,0,0,52,1.08,-1.7,-0.18,-238,453,-20,-636,606,566,"E"
"18611",18611,"adelmo",150,-32.2,123,22,0.11,0.18,0.64,74,44,-198,164,564,-393,-5.14,39.8,-86.6,29,0.29,-0.51,0.94,-278,7,-70,-326,397,506,24.38075529,-39.38678955,-110.0249597,16,0.31,0.1,-0.33,-62,39,-144,-590,211,-9,0,0,0,41,0.66,2.52,1.16,-351,203,10,-696,220,542,"E"
"18612",18612,"adelmo",152,-33.1,124,22,0.22,0.13,0.46,51,29,-203,167,550,-428,-4.33,39.8,-86.8,28,0.22,-0.5,0.92,-270,10,-70,-323,407,501,22.22192596,-36.95573232,-113.389634,17,0.37,0.16,-0.49,-59,36,-148,-591,212,-7,0,0,0,45,0.85,3.07,1.35,-319,300,19,-711,328,585,"E"
"18613",18613,"adelmo",153,-33.2,124,22,0.19,0.18,0.51,49,35,-210,165,545,-433,-4.14,39.7,-86.8,28,0.21,-0.47,0.85,-270,6,-69,-323,408,499,25.06834078,-34.56644931,-113.7433551,17,0.39,0.14,-0.56,-56,41,-150,-594,206,5,0,0,0,46,0.74,2.91,1.43,-314,319,12,-715,380,599,"E"
"18614",18614,"adelmo",154,-33.2,124,23,0.14,0.16,0.48,56,54,-211,174,547,-443,-3.98,39.6,-86.6,28,0.18,-0.4,0.77,-266,0,-72,-314,409,512,27.20541428,-32.83194655,-113.7638177,17,0.39,0.16,-0.57,-54,45,-152,-595,213,-9,0,0,0,47,0.74,2.97,1.44,-288,363,3,-713,401,612,"E"
"18615",18615,"adelmo",155,-33,124,22,0.1,0.11,0.3,52,37,-210,162,535,-454,-3.75,39.4,-86,28,0.14,-0.31,0.64,-265,-5,-72,-313,408,511,31.06578056,-31.67213477,-111.920121,18,0.35,0.27,-0.61,-54,53,-156,-596,217,-5,0,0,0,50,0.96,2.99,1.12,-302,382,9,-704,475,617,"E"
"18617",18617,"adelmo",158,-31.8,124,25,-0.08,0.06,0.23,64,40,-229,165,507,-461,-3.58,38.7,-84.6,29,0.13,-0.4,0.69,-270,-16,-70,-294,400,524,37.91623846,-25.66192678,-110.5368622,19,0.18,0.29,-0.51,-48,70,-169,-583,233,-16,0,0,0,48,0.53,2.07,0.8,-277,386,11,-662,613,651,"E"
"18618",18618,"adelmo",159,-31.4,124,25,-0.05,0.13,0.16,72,54,-226,156,508,-488,-3.37,38.2,-84.4,28,0.03,-0.47,0.79,-269,-16,-60,-291,397,512,38.54369212,-22.54512192,-111.8087002,20,0.16,0.24,-0.38,-44,74,-177,-583,236,-11,0,0,0,50,0.67,2.75,1.05,-192,447,4,-634,659,667,"E"
"18619",18619,"adelmo",159,-31.2,124,25,-0.06,0.1,0.11,69,47,-227,158,511,-487,-3.24,37.9,-84.4,28,0,-0.5,0.82,-266,-17,-58,-282,399,527,36.7096606,-22.11298018,-113.6668247,20,0.14,0.26,-0.34,-44,72,-182,-582,239,-5,0,0,0,52,1.01,2.41,1.02,-208,468,20,-628,663,663,"E"
"18620",18620,"adelmo",159,-31.1,124,25,-0.05,0.1,0.11,68,47,-229,153,503,-500,-3.12,37.5,-84.3,28,-0.02,-0.51,0.82,-264,-17,-59,-285,400,526,38.97040635,-22.38939575,-111.5157632,21,0.16,0.29,-0.36,-45,77,-182,-583,253,-7,0,0,0,53,0.87,1.98,1.25,-222,471,16,-614,679,653,"E"
"18621",18621,"adelmo",159,-30.9,125,24,0.02,0.08,-0.07,66,45,-221,151,502,-510,-3.16,36.3,-84.4,28,-0.1,-0.58,0.69,-263,-15,-62,-270,394,535,37.59376777,-19.22995027,-114.405203,20,0.11,0.32,-0.34,-38,73,-181,-582,260,-3,0,0,0,55,1.19,1.83,1.12,-227,487,-9,-580,710,624,"E"
"18623",18623,"adelmo",159,-30.6,125,25,0.06,0.06,-0.1,67,52,-226,146,492,-495,-3.59,35,-84.7,28,-0.05,-0.63,0.66,-262,-14,-62,-252,381,538,43.29831552,-21.38273669,-108.1291818,21,0.11,0.31,-0.3,-44,87,-183,-570,270,1,0,0,0,54,0.92,1.49,0.82,-231,477,-18,-550,720,614,"E"
"18624",18624,"adelmo",157,-30.8,126,25,0.19,0.06,-0.25,59,49,-230,144,497,-489,-4.69,33.2,-85.3,27,0.02,-0.64,0.59,-262,-14,-54,-254,378,551,48.3518554,-27.41869345,-100.2735002,20,0.18,0.18,-0.26,-53,91,-165,-578,284,7,0,0,0,48,0.92,1.27,0.69,-188,436,-2,-523,750,622,"E"
"18625",18625,"adelmo",157,-30.8,127,25,0.19,0.08,-0.26,57,44,-230,140,504,-498,-4.98,32.9,-85.4,27,0.03,-0.64,0.54,-260,-16,-56,-248,374,550,47.6773591,-28.95772392,-99.97652195,20,0.16,0.16,-0.26,-56,90,-165,-569,286,3,0,0,0,48,1.01,1.24,0.79,-174,438,-2,-508,759,607,"E"
"18626",18626,"adelmo",157,-30.7,127,25,0.18,0.1,-0.25,60,45,-231,147,500,-497,-5.33,32.6,-85.6,27,0.06,-0.64,0.52,-262,-17,-53,-242,365,559,49.89333166,-29.84838822,-97.44400128,20,0.18,0.14,-0.28,-59,96,-166,-571,289,0,0,0,0,48,1.12,1.09,0.9,-170,439,-6,-501,752,600,"E"
"18627",18627,"adelmo",157,-30.7,127,25,0.18,0.1,-0.3,63,44,-234,146,504,-504,-5.65,32.4,-85.7,28,0.11,-0.63,0.51,-266,-18,-48,-244,368,558,52.25554787,-28.84690193,-95.88261516,20,0.21,0.1,-0.28,-57,100,-164,-569,291,6,0,0,0,48,1.16,0.93,1,-187,436,-14,-499,752,596,"E"
"18628",18628,"adelmo",156,-30.6,127,25,0.18,0.08,-0.3,63,43,-233,147,499,-496,-6.03,32.3,-85.8,28,0.16,-0.63,0.49,-270,-19,-41,-243,355,559,54.31694178,-25.13110093,-95.99474172,21,0.21,0.06,-0.2,-51,106,-168,-570,294,-1,0,0,0,49,1.16,0.96,1,-190,441,-21,-496,751,580,"E"
"18629",18629,"adelmo",156,-30.7,127,25,0.19,0.08,-0.31,66,40,-231,149,504,-494,-6.37,32.2,-86,28,0.19,-0.63,0.49,-272,-20,-39,-249,348,559,54.15601155,-23.11523012,-97.14635337,21,0.22,0.06,-0.11,-48,108,-173,-576,292,-4,0,0,0,50,1.19,1.09,0.97,-187,455,-27,-483,753,569,"E"
"18630",18630,"adelmo",156,-30.8,127,25,0.21,0.06,-0.33,65,43,-233,150,504,-496,-6.75,32.1,-86.1,27,0.22,-0.61,0.49,-262,-27,-48,-252,351,567,53.25815481,-24.21341851,-97.45676033,22,0.26,0.08,-0.08,-51,108,-176,-568,284,-2,0,0,0,51,1.19,1.11,0.89,-172,469,-30,-483,751,565,"E"
"18631",18631,"adelmo",155,-31.1,128,24,0.29,0.06,-0.41,58,37,-227,158,506,-475,-7.59,32,-86.2,28,0.27,-0.53,0.54,-269,-38,-33,-251,348,570,50.58127623,-22.58917791,-100.7729487,22,0.29,0.1,-0.13,-49,106,-185,-568,293,-2,0,0,0,51,1.03,0.88,0.64,-176,468,-35,-465,747,549,"E"
"18632",18632,"adelmo",155,-31.3,128,24,0.31,0.05,-0.43,55,35,-222,163,518,-473,-8.08,32.3,-86.3,29,0.4,-0.53,0.54,-281,-44,-45,-256,328,589,48.36315231,-23.01379785,-102.6360242,23,0.26,0.11,-0.11,-52,106,-195,-572,303,-5,0,0,0,51,0.98,0.8,0.57,-181,462,-32,-465,758,545,"E"
"18633",18633,"adelmo",155,-31.4,128,24,0.31,0.05,-0.43,56,39,-221,162,521,-467,-8.37,32.4,-86.3,29,0.39,-0.53,0.52,-278,-46,-44,-258,326,575,48.84317157,-21.89875495,-102.7349334,23,0.29,0.11,-0.16,-50,108,-197,-565,300,-2,0,0,0,50,0.98,0.74,0.52,-174,461,-30,-459,755,548,"E"
"18634",18634,"adelmo",154,-31.5,128,24,0.31,0.03,-0.46,57,44,-221,158,521,-461,-8.64,32.6,-86.3,29,0.4,-0.53,0.51,-274,-48,-43,-257,323,580,49.55474166,-19.68061887,-103.0782439,23,0.32,0.11,-0.16,-44,107,-193,-575,299,-10,0,0,0,50,0.98,0.72,0.51,-176,459,-28,-465,749,551,"E"
"18635",18635,"adelmo",154,-31.6,128,23,0.32,0.03,-0.52,55,43,-216,156,523,-459,-8.94,32.8,-86.4,29,0.43,-0.55,0.52,-276,-50,-36,-263,321,578,46.5041512,-16.38079243,-107.3342086,23,0.32,0.11,-0.13,-36,99,-194,-568,299,-10,0,0,0,50,1,0.67,0.51,-171,457,-28,-455,745,548,"E"
"18636",18636,"adelmo",153,-31.8,129,23,0.32,0.03,-0.56,55,40,-217,157,531,-444,-9.17,33,-86.5,29,0.47,-0.56,0.57,-280,-51,-37,-266,326,590,45.38933002,-14.9825593,-108.921801,22,0.31,0.11,-0.1,-32,94,-190,-568,297,-12,0,0,0,50,1.01,0.61,0.56,-170,463,-29,-457,758,541,"E"
"18638",18638,"adelmo",149,-33,130,21,0.37,0.03,-0.75,44,21,-195,168,563,-398,-9.83,35.5,-88.5,29,0.71,-0.66,0.82,-280,-50,-37,-312,318,561,48.75779784,-18.11770603,-104.4951041,23,0.16,0.11,-0.03,-40,104,-192,-567,307,-15,0,0,0,54,0.92,-0.03,0.25,-187,496,-32,-483,744,551,"E"
"18639",18639,"adelmo",144,-34,131,20,0.34,0.03,-0.87,47,34,-184,171,586,-364,-10.6,38.4,-90.3,29,0.79,-0.63,0.74,-281,-49,-38,-362,319,543,45.66813065,-16.72683083,-107.997047,23,0.13,0.02,-0.08,-37,98,-196,-565,309,-14,0,0,0,53,1.06,-0.45,0.3,-196,478,-14,-520,727,573,"E"
"18640",18640,"adelmo",143,-34.1,131,19,0.34,0.03,-0.85,46,30,-182,175,585,-354,-10.7,39,-90.8,30,0.77,-0.63,0.77,-285,-49,-38,-361,311,542,47.83005792,-17.06356148,-105.8022625,23,0.11,0,-0.08,-38,103,-195,-569,313,-24,0,0,0,53,1.11,-0.63,0.38,-189,487,-17,-542,719,570,"E"
"18642",18642,"adelmo",139,-35.1,132,18,0.35,0.03,-0.64,45,26,-170,175,600,-308,-10.8,41.5,-92,30,0.63,-0.48,0.82,-291,-46,-48,-394,318,526,47.76028265,-18.30609494,-105.3667193,22,0.02,-0.08,0.03,-40,101,-191,-574,296,-20,0,0,0,55,1.06,-1.28,0.25,-227,487,-30,-603,656,558,"E"
"18643",18643,"adelmo",137,-35.7,133,18,0.34,0.05,-0.44,46,32,-164,175,614,-291,-11.2,43,-92,31,0.56,-0.39,0.57,-293,-59,-55,-405,311,520,43.90210033,-19.96826592,-108.2571141,22,0,-0.13,-0.03,-42,90,-187,-577,278,-10,0,0,0,54,1.03,-1.89,0.49,-222,480,-21,-650,579,548,"E"
"18645",18645,"adelmo",136,-35.9,134,17,0.29,0.06,-0.43,39,39,-161,175,610,-271,-11.4,43.8,-91.8,31,0.55,-0.37,0.56,-296,-59,-55,-419,310,530,45.11153314,-22.47153586,-105.9148968,21,0.03,-0.14,-0.11,-46,90,-180,-577,274,-13,0,0,0,52,1.09,-2.31,0.57,-283,425,-37,-669,508,527,"E"
"18646",18646,"adelmo",134,-36.2,134,16,0.18,0.11,-0.43,33,32,-154,175,623,-261,-12.1,45.1,-91.6,31,0.48,-0.43,0.54,-297,-58,-52,-423,315,518,44.84955133,-32.35991009,-100.3080146,21,-0.03,-0.13,-0.2,-66,90,-175,-584,270,-7,0,0,0,47,0.92,-2.6,0.82,-274,373,-49,-697,354,483,"E"
"18648",18648,"adelmo",134,-36,134,16,0,0.14,-0.21,47,35,-146,172,623,-247,-12.4,45.9,-92.1,31,0.31,-0.53,0.75,-295,-55,-55,-435,303,520,32.2470559,-35.60789265,-108.0234326,19,-0.05,-0.05,-0.31,-66,60,-167,-585,245,11,0,0,0,38,0.79,-2.06,-0.33,-291,236,-21,-677,120,459,"E"
"18649",18649,"adelmo",134,-35.9,134,16,0,0.14,-0.11,55,39,-143,174,625,-265,-12.4,45.9,-92.1,31,0.29,-0.51,0.75,-293,-55,-54,-432,309,513,34.79341983,-30.85363216,-109.665132,19,0,-0.11,-0.39,-57,64,-167,-587,238,16,0,0,0,38,0.83,-2.12,-0.1,-301,213,-18,-659,69,443,"E"
"18650",18650,"adelmo",134,-35.9,134,16,0.02,0.16,-0.08,50,33,-148,179,627,-266,-12.4,45.9,-92.2,31,0.27,-0.51,0.77,-293,-54,-50,-437,294,517,31.37302641,-26.28992056,-115.5504203,19,0.06,-0.14,-0.36,-48,57,-169,-581,239,16,0,0,0,39,0.85,-2.09,0.02,-318,204,-20,-654,39,445,"E"
"18651",18651,"adelmo",135,-35.9,133,16,0.03,0.19,0.05,45,31,-151,177,615,-271,-12.4,45.7,-92.4,30,0.18,-0.56,0.79,-289,-52,-46,-424,301,516,27.44399793,-34.41293502,-112.3260343,18,0.14,-0.11,-0.46,-61,49,-163,-587,228,18,0,0,0,38,0.87,-1.81,-0.18,-328,185,-21,-617,-41,414,"E"
"18652",18652,"adelmo",136,-35.8,133,16,0,0.19,0.1,47,45,-147,182,615,-283,-11.7,45,-92.4,29,0,-0.53,1,-276,-41,-31,-425,310,521,35.31377897,-33.50696673,-107.3306197,18,0.22,-0.18,-0.62,-58,61,-155,-588,217,33,0,0,0,37,0.96,-1.51,-0.44,-341,126,-8,-568,-123,358,"E"
"18653",18653,"adelmo",136,-35.8,133,16,0,0.19,0.1,45,37,-147,176,612,-277,-11.3,44.5,-92.4,28,-0.1,-0.56,1,-270,-37,-20,-415,297,521,33.77959223,-32.5913358,-109.1892122,18,0.26,-0.18,-0.56,-57,59,-158,-591,207,37,0,0,0,37,0.95,-1.41,-0.48,-351,102,-5,-548,-183,332,"E"
"18656",18656,"adelmo",140,-36.4,132,17,0.16,0.18,0,43,45,-151,191,599,-328,-4.13,23.2,-84.5,29,-2.31,0.21,0.67,-266,-4,99,-137,308,602,24.66418121,-29.37794503,-118.2338336,18,0.31,-0.16,-0.23,-51,43,-163,-606,152,22,0,0,0,41,1,0.88,0.69,-391,95,-12,-479,-301,253,"E"
"18657",18657,"adelmo",141,-36.4,132,17,0.03,0.14,-0.07,39,40,-158,189,592,-343,-3.41,12.6,-79.5,31,-2.79,0.35,0.61,-274,-5,122,32,272,607,21.80020749,-31.89873511,-117.996982,19,0.26,-0.13,-0.28,-58,40,-171,-617,149,20,0,0,0,42,0.96,0.88,0.62,-398,103,-9,-488,-283,270,"E"
"18658",18658,"adelmo",141,-36.2,132,17,0,0.14,-0.07,29,19,-158,187,585,-340,-3.53,4.83,-76,29,-3.2,0.42,0.49,-252,-4,141,150,259,594,18.78684403,-27.25225109,-123.7021886,19,0.29,-0.13,-0.31,-49,34,-172,-618,137,17,0,0,0,43,0.95,0.77,0.52,-405,98,-7,-493,-269,277,"E"
"18659",18659,"adelmo",143,-35.5,131,18,-0.13,0.14,0.02,31,19,-171,183,595,-352,-5.86,-13,-67.4,28,-3.82,0.55,0.26,-232,-11,148,388,179,527,19.81407322,-28.50544337,-122.0410549,18,0.26,-0.06,-0.36,-50,35,-167,-624,131,28,0,0,0,41,0.88,0.87,0.48,-388,93,0,-503,-260,292,"E"
